ReceiptNo	Replen_Balance_Order	Cust_Sys_No	Allocated_Part	EDI_Order_Type	ShipFromCode	ShipToCode	Country	Quantity	PutAwayDate	InventoryDate	FY	Quarter	Month	Week	OrderType	Count_PO
CS-DIRSEL-RC0034548	5004128493	P01-95452381149	DC88Y	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004131156	P02-95452380116	G01WF	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004131157	P01-95452380116	G48JY	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004131159	P01-95452381593	37J22	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004132285	P01-95452382657	847JD	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004135042	P01-95452384146	87KND	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004135047	P02-95452384621	5R4R4	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004135048	P01-95452384621	WY7RX	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004135220	P01-95452384751	RRMCK	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004136894	P01-95452385022	G60M3	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137266	P01-95452386054	1WV13	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137268	P01-95452386508	N50PN	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137269	P02-95452386508	JRR2Y	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137270	P01-95452386584	DTTXF	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137440	P01-95452386995	R8XTC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137481	P01-95452387505	J0MWF	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034548	5004137710	P01-95452388231	5TRT8	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:56:58	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034551	5004201863	P01-95452451664	834VF	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:54:49	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034552	5004131160	P01-95452381596	MMDGK	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 14:55:14	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034554	5004081314	5004081314	M5GPC	REPLEN-IN	CSK	DIRSEL	KR	3	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004100616	P01-95452352551	DW8FN	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034554	5004100628	P01-95452352618	3K7DW	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034554	5004118997	5004118997	YNVJG	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119175	5004119175	M5GPC	REPLEN-IN	CSK	DIRSEL	KR	4	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119253	5004119253	FG47G	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119277	5004119277	HMX8D	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119291	5004119291	VM2Y4	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119432	5004119432	DGRJ7	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119499	5004119499	2J54D	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004119669	5004119669	DPC2R	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034554	5004128327	P01-95452381049	419HT	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034554	5004135044	P01-95452384246	NG7N9	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 15:39:11	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034556	5003992882	5003992882	3PCVM	REPLEN-IN	CHSIN4	DIRSEL	KR	9	2024-07-08 15:31:20	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034557	5004045503	5004045503	1Y65F	BALANCE-IN	CHMAC1	DIRSEL	KR	1	2024-07-08 15:40:34	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034603	5004081301	5004081301	95TV1	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 10:16:57	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034603	5004119142	5004119142	13TVG	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-09 10:16:57	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034622	5004174715	P01-95452422541	3GNH6	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004175476	P02-95452424957	5FR14	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004175477	P01-95452424957	RHGTP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004175726	P01-95452425566	RHGTP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004175730	P02-95452425566	5FR14	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004175732	P01-95452425844	4CTK3	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004175740	P01-95452425423	H5YT1	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004176175	P02-95452426453	5FR14	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004176180	P01-95452426453	RHGTP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004176297	P02-95452427081	5FR14	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004176298	P01-95452427081	RHGTP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004176506	P02-95452427607	260KT	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004176524	P01-95452427607	FVJ2M	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004178823	P01-95452313350	VJXJC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004178853	P01-95452416788	J3NM2	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004190077	P03-95452444974	CJGXD	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191522	P01-95452445254	Y7GXY	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191776	P01-95452445895	3DP7W	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191848	P02-95452445967	3DP7W	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191849	P02-95452445987	3DP7W	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191850	P01-95452445967	8FYG4	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191851	P01-95452445987	KF35D	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004191855	P01-95452446025	3DP7W	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004198268	P01-95452448310	4V4Y5	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004199042	P02-95452448461	N1RKK	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004199043	P01-95452448461	CT09G	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004200944	P01-95452449769	0WWPY	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004201066	P01-95452450274	G01WF	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004201067	P02-95452448645	2KP4R	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004201068	P01-95452448645	54R95	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004201069	P03-95452448645	7PN1N	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004201232	P01-95452450123	342YC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034622	5004201249	P01-95452450702	W2XKY	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:32:51	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034624	5004178859	P02-95452305374	VJXJC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:37:49	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034624	5004185414	5004185414	WW0GD	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:37:49	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004117756	5004117756	4JXDM	REPLEN-IN	CHSIN4	DIRSEL	KR	5	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004117848	5004117848	41DXR	REPLEN-IN	CHSIN4	DIRSEL	KR	3	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004117893	5004117893	1W7HC	REPLEN-IN	CHSIN4	DIRSEL	KR	9	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004118103	5004118103	XC8W7	REPLEN-IN	CHSIN4	DIRSEL	KR	2	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004118332	5004118332	D8NGG	REPLEN-IN	CHSIN4	DIRSEL	KR	1	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004118452	5004118452	KPD98	REPLEN-IN	CHSIN4	DIRSEL	KR	5	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004118572	5004118572	KTJTY	REPLEN-IN	CHSIN4	DIRSEL	KR	6	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034626	5004118650	5004118650	J7W80	REPLEN-IN	CHSIN4	DIRSEL	KR	3	2024-07-09 13:51:59	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034628	5004186388	5004186388	JP9TF	BALANCE-IN	CHTPE1	DIRSEL	KR	1	2024-07-09 13:38:50	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004184596	5004184596	M51J7	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004185429	5004185429	DPC2R	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004185476	5004185476	J37VM	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004185691	5004185691	1G0M6	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004185697	5004185697	97YXY	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004185984	5004185984	HMX8D	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004186037	5004186037	M5WNK	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004186041	5004186041	M5GPC	REPLEN-IN	CSK	DIRSEL	KR	3	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004186083	5004186083	260KT	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034631	5004191854	P01-95452446013	1Y65F	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 13:54:53	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034638	5004187689	5004187689	M5K68	BALANCE-IN	CHTPE1	DIRSEL	KR	1	2024-07-09 14:38:45	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034646	5004228353	5004228353	M5K68	BALANCE-IN	CHTPE1	DIRSEL	KR	1	2024-07-09 15:38:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034649	5004138221	P05-95451972428	WYFCV	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004138223	P01-95452390007	WC6D4	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004138224	P01-95452390405	67VJ9	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004164046	P01-95452416426	37J22	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004164169	P02-95452416788	TNW0H	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004165747	P01-95452417312	P9T10	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004168639	P01-95452417937	XGR0Y	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004168648	P01-95452418258	VW931	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004170293	P01-95452420368	0329X	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004170294	P02-95452420162	6NRX4	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004170363	P02-95452420218	RHVXG	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004170368	P01-95452420218	3WMYW	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004172921	P01-95452421357	9J5G7	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004172922	P02-95452421357	W64VW	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004174713	P01-95452422019	JYMM5	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004174940	P01-95452422888	0XH80	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004175145	P01-95452423383	RHGTP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004175170	P02-95452423836	5FR14	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034649	5004175171	P01-95452423836	RHGTP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:42:14	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034650	5004186320	5004186320	0Y50R	BALANCE-IN	CHHKG1	DIRSEL	KR	1	2024-07-09 15:39:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034650	5004188680	5004188680	J6HGW	BALANCE-IN	CHHKG1	DIRSEL	KR	1	2024-07-09 15:39:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034650	5004188787	5004188787	NN2GJ	BALANCE-IN	CHHKG1	DIRSEL	KR	1	2024-07-09 15:39:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034653	5004156367	5004156367	F4Y1M	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-09 15:44:33	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034653	5004156487	5004156487	0Y01Y	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 15:44:33	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034653	5004156530	5004156530	0329X	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 15:44:33	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034653	5004156741	5004156741	C0YYY	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 15:44:33	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034656	5004193828	5004193828	C36JF	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-09 15:45:49	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034656	5004209130	P01-95452036604	40VXD	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:45:49	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004202462	P01-95452453142	5JPMC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004202930	P01-95452453609	0WKPP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004203091	P01-95452454058	4CTK3	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004208841	P02-95452448310	K1RFC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004209132	P01-95452036857	40VXD	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004209970	P01-95452150805	VTKY7	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034657	5004219812	P01-95452416900	829N3	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 15:46:40	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034664	5004138053	5004138053	WYFCV	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004143686	P02-95452352618	RHXRG	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034664	5004156505	5004156505	1Y2TP	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004156512	5004156512	53PYN	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004156526	5004156526	MVDNX	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004156556	5004156556	1JYWX	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004156624	5004156624	260KT	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004156908	5004156908	2KGF7	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034664	5004164548	P01-95452416931	PX9H7	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:08	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034667	5004202970	P01-95452453616	260KT	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-09 17:50:29	2024-07-09	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034679	5004156345	5004156345	NXV75	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004156661	5004156661	VCCNF	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004156689	5004156689	CJG9W	REPLEN-IN	CSK	DIRSEL	KR	6	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004156694	5004156694	DDK33	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004156834	5004156834	M4MY0	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
